"Season","Name","Team","G","PA","HR","RBI","SB","AVG","OBP","SLG","wOBA","wRC+","BsR","WAR","Age","H","HR","BB","IBB","HBP","SF","SH","OPS","Bat","Fld","-WPA","+WPA","Clutch","AB","playerid"
"1969","Ellie Rodriguez","Royals","95","308","2","20","3",".236",".333",".296",".292","79","0.0","0.9","23","63","2","31","6","8","0","2",".629","-7.5","2.0","","","","267","1011104"
"1973","Dave Rader","Giants","148","540","9","41","0",".229",".326",".338",".292","76","0.2","0.4","24","106","9","63","23","6","5","4",".664","-15.1","-7.0","","","","462","1010636"
"1973","Ed Herrmann","White Sox","119","425","10","39","2",".224",".291",".354",".292","78","-1.0","0.4","26","85","10","31","3","7","6","2",".644","-10.7","-5.0","","","","379","1005732"
"1985","Glenn Hubbard","Braves","142","512","5","39","4",".232",".321",".314",".292","76","-0.6","2.3","27","102","5","56","2","4","6","7",".635","-13.9","17.0","-8.82","8.31","0.16","439","1006120"
"1982","Jesus Vega","Twins","71","212","5","29","6",".266",".289",".372",".292","73","0.8","-0.6","26","53","5","8","1","0","4","1",".661","-6.8","-1.0","-4.78","3.61","-0.58","199","1013393"
"1979","Jack Brohamer","Red Sox","64","210","1","11","0",".266",".316",".328",".292","68","-1.1","0.0","29","51","1","15","1","0","2","1",".644","-8.1","1.0","-3.92","2.56","-0.50","192","1001465"
"1962","Ty Cline","Indians","118","411","2","28","5",".248",".308",".331",".292","76","-0.6","-0.1","23","93","2","28","0","5","1","2",".639","-12.5","0.0","","","","375","1002355"
"1978","Henry Cruz","White Sox","53","89","2","10","0",".221",".292",".351",".292","79","-0.4","0.2","26","17","2","8","0","1","3","0",".643","-2.1","2.0","-1.51","1.28","-0.22","77","1002840"
"1974","Gene Lamont","Tigers","60","100","3","8","0",".217",".273",".359",".292","77","0.0","0.2","27","20","3","7","0","0","0","1",".631","-2.5","-1.0","-1.75","1.82","0.56","92","1007281"
"1974","Larry Bowa","Phillies","162","720","1","36","39",".275",".298",".338",".292","75","3.7","0.8","28","184","1","23","0","1","4","20",".636","-20.5","-9.0","-13.67","12.02","0.51","669","1001243"
"1976","Jim Essian","White Sox","78","229","0","21","2",".246",".326",".281",".292","83","0.0","1.2","25","49","0","23","0","1","1","5",".607","-4.2","5.0","-3.67","3.71","0.51","199","1003835"
"1964","Jay Ward","Twins","12","37","0","2","0",".226",".351",".290",".292","80","0.0","0.1","25","7","0","6","1","0","0","0",".642","-0.9","1.0","","","","31","1013613"
"1963","Billy Cowan","Cubs","14","36","1","2","0",".250",".250",".417",".292","84","-0.4","-0.2","24","9","1","0","0","0","0","0",".667","-0.6","-2.0","","","","36","1002688"
"1969","Danny Walton","Pilots","23","102","3","10","2",".217",".275",".370",".292","79","0.4","-0.4","21","20","3","5","0","3","2","0",".644","-2.5","-3.0","","","","92","1013592"
"1974","Gene Michael","Yankees","81","193","0","13","0",".260",".313",".311",".292","84","0.0","0.6","36","46","0","14","0","0","1","1",".623","-3.4","1.0","-3.11","2.25","-0.30","177","1008837"
"1980","Cesar Geronimo","Reds","103","162","2","9","2",".255",".319",".331",".292","80","0.0","0.2","32","37","2","14","3","0","1","2",".650","-3.7","1.0","-2.45","1.66","-0.36","145","1004639"
"1957","Sammy Esposito","White Sox","94","223","2","15","5",".205",".344",".256",".292","79","0.8","1.4","25","36","2","38","0","0","1","8",".600","-5.5","10.0","","","","176","1003831"
"1964","Steve Boros","Reds","117","423","2","31","4",".257",".342",".322",".292","81","0.6","1.5","27","95","2","47","14","2","2","2",".664","-9.3","6.0","","","","370","1001207"
"1980","Rafael Ramirez","Braves","50","174","2","11","2",".267",".292",".352",".292","74","0.0","0.5","22","44","2","2","0","4","0","3",".644","-5.0","2.0","-2.83","2.72","0.52","165","1010673"
"1975","Billy Baldwin","Tigers","30","101","4","8","2",".221",".260",".379",".292","74","0.0","-0.5","24","21","4","5","0","0","0","1",".639","-2.9","-4.0","-2.27","1.24","-0.54","95","1000476"
"1982","Joe Rudi","Athletics","71","223","5","18","0",".212",".301",".332",".292","82","0.0","-0.4","35","41","5","24","0","1","1","4",".633","-4.7","-3.0","-3.54","3.36","0.44","193","1011283"
"1975","Jim Wohlford","Royals","116","402","0","30","12",".255",".317",".312",".292","76","-0.2","-0.4","24","90","0","34","2","1","6","8",".629","-10.8","-1.0","-6.53","6.48","0.60","353","1014179"
"1969","Don Lock","- - -","57","74","1","2","0",".210",".329",".274",".292","73","-0.3","0.0","32","13","1","11","0","0","0","1",".603","-2.3","1.0","","","","62","1007686"
"1976","Fred Stanley","Yankees","110","306","1","20","1",".238",".329",".273",".292","86","0.1","1.2","28","62","1","34","0","1","0","11",".602","-4.4","0.0","-4.90","4.05","-0.31","260","1012411"
"1962","Billy Gardner","- - -","57","213","0","12","0",".270",".308",".335",".292","71","-0.4","0.3","34","54","0","10","0","1","0","2",".643","-7.8","4.0","","","","200","1004520"
"1985","Jeff Stone","Phillies","88","282","3","11","15",".265",".307",".337",".292","80","0.9","-0.6","24","70","3","15","0","1","0","2",".644","-6.5","-7.0","-5.56","4.34","-0.73","264","1012567"
"1957","Willie Jones","Phillies","133","512","9","47","1",".218",".310",".332",".292","76","0.5","0.0","31","96","9","61","3","0","6","5",".641","-15.1","-2.0","","","","440","1006601"
"1981","Bert Campaneris","Angels","55","91","1","10","5",".256",".295",".341",".292","85","0.3","0.0","39","21","1","5","0","0","1","3",".637","-1.4","-2.0","-1.58","1.27","-0.27","82","1001868"
"1980","Willie Horton","Mariners","97","384","8","36","0",".221",".306",".328",".292","73","-1.6","-1.2","37","74","8","39","2","4","4","2",".635","-12.2","","-7.68","6.41","0.16","335","1006038"
"1974","Rowland Office","Braves","131","268","3","31","5",".246",".288",".355",".292","72","-0.1","-0.1","21","61","3","16","2","0","3","1",".643","-8.5","0.0","-5.21","4.00","-0.88","248","1009741"
"1967","Ken Berry","White Sox","147","538","7","41","9",".241",".310",".330",".292","93","-0.8","1.9","26","117","7","46","4","3","1","3",".640","-3.8","14.0","","","","485","1000908"
"1985","Kevin McReynolds","Padres","152","616","15","75","4",".234",".290",".371",".292","84","0.6","1.9","25","132","15","43","6","3","4","2",".660","-11.2","9.0","-11.63","12.49","1.45","564","1008690"
"1984","Bob Meacham","Yankees","99","418","2","25","9",".253",".312",".328",".292","81","-0.2","0.2","23","91","2","32","0","3","9","14",".640","-9.2","-7.0","-6.90","6.46","-0.18","360","1008701"
"1964","Jerry Lumpe","Tigers","158","688","6","46","2",".256",".312",".338",".292","79","0.2","0.7","31","160","6","50","3","2","4","8",".650","-17.1","1.0","","","","624","1007832"
"1960","Roy McMillan","Reds","124","448","10","42","2",".236",".301",".351",".292","76","0.5","1.2","30","94","10","35","5","4","4","6",".652","-12.9","3.0","","","","399","1008643"
"1973","Larry Stahl","Reds","76","127","2","12","1",".225",".315",".333",".292","82","0.3","0.1","32","25","2","14","3","1","1","0",".648","-2.7","0.0","","","","111","1012383"
"1970","Jerry McNertney","Brewers","111","329","6","22","1",".243",".302",".348",".292","78","-1.3","0.3","33","72","6","22","4","4","2","5",".650","-8.5","-1.0","","","","296","1008669"
"1985","U L Washington","Expos","68","209","1","17","6",".249",".301",".352",".292","84","-0.1","0.4","31","48","1","15","1","0","1","0",".654","-3.8","-1.0","-3.76","3.87","0.47","193","1013659"
"1965","Adolfo Phillips","Phillies","41","93","3","5","3",".230",".272",".379",".292","84","-0.5","-0.1","23","20","3","5","0","0","0","1",".651","-1.7","-2.0","","","","87","1010280"
"1986","Dickie Thon","Astros","106","309","3","21","6",".248",".318",".335",".292","84","-0.8","1.2","28","69","3","29","5","0","1","1",".653","-5.6","4.0","-5.00","4.70","0.60","278","1013033"
"1962","Lee Maye","Braves","99","378","10","41","9",".244",".294",".358",".292","78","0.6","0.8","27","85","10","25","2","1","3","0",".652","-10.4","7.0","","","","349","1008294"
"1960","Curt Flood","Cardinals","140","443","8","38","0",".237",".303",".354",".292","71","-1.1","0.1","22","94","8","35","7","4","4","4",".656","-15.0","3.0","","","","396","1004165"
"1970","Bob Spence","White Sox","46","145","4","15","0",".223",".285",".362",".292","74","0.0","-0.3","24","29","4","11","0","1","2","1",".646","-4.5","-1.0","","","","130","1012319"
"1958","Red Schoendienst","Braves","106","465","1","24","3",".262",".313",".328",".292","80","0.5","1.6","35","112","1","31","0","1","1","5",".641","-11.7","9.0","","","","427","1011600"
"1985","Derrel Thomas","Phillies","63","103","4","12","2",".207",".291",".359",".292","80","0.4","-0.1","34","19","4","11","1","0","0","0",".650","-2.4","-3.0","-1.93","2.62","0.52","92","1012971"
"1985","Wade Rowdon","Reds","5","11","0","2","0",".222",".364",".222",".292","78","0.0","0.0","24","2","0","2","0","0","0","0",".586","-0.3","0.0","-0.29","0.31","-0.03","9","1011251"
"1962","Barry Shetrone","Orioles","21","24","1","1","0",".250",".250",".417",".292","78","0.0","0.2","23","6","1","0","0","0","0","0",".667","-0.7","2.0","","","","24","1011886"
"1964","Tommy Harper","Reds","102","365","4","22","24",".243",".326",".309",".292","80","3.8","1.1","23","77","4","39","1","1","2","6",".635","-8.1","7.0","","","","317","1005383"
"1967","Tommy Helms","Reds","137","530","2","35","5",".274",".305",".356",".292","80","-2.3","0.8","26","136","2","24","8","0","4","5",".661","-11.5","-2.0","","","","497","1005616"
"1966","Dick Green","Athletics","140","547","9","62","6",".250",".297",".363",".292","86","1.1","1.9","25","127","9","27","4","7","2","4",".659","-8.2","7.0","","","","507","1004991"
"1984","Manny Trillo","Giants","98","437","4","36","0",".254",".300",".342",".292","85","0.0","0.5","33","102","4","25","0","3","4","4",".642","-7.5","-5.0","-8.73","6.97","-0.66","401","1013184"
"1983","Jim Wohlford","Expos","83","150","1","14","0",".277",".297",".355",".292","82","0.0","0.7","32","39","1","5","0","0","2","2",".652","-3.1","7.0","-3.37","2.54","-0.46","141","1014179"
"1966","Jim Landis","Indians","85","180","3","14","2",".222",".317",".323",".292","88","0.1","0.2","32","35","3","20","1","2","0","0",".639","-2.4","0.0","","","","158","1007296"
"1986","Robbie Wine","Astros","9","13","0","0","0",".250",".308",".333",".292","84","0.0","-0.1","23","3","0","1","0","0","0","0",".641","-0.2","-1.0","-0.17","0.09","-0.05","12","1014126"
"1962","Sammy Taylor","- - -","75","204","3","21","0",".214",".319",".318",".292","70","0.0","0.2","29","37","3","26","2","2","3","0",".637","-7.6","0.0","","","","173","1012887"
"1967","Walt Williams","White Sox","104","296","3","15","3",".240",".289",".353",".292","93","0.0","0.5","23","66","3","17","0","2","0","2",".642","-2.1","2.0","","","","275","1014044"
"1964","Ed Kirkpatrick","Angels","75","248","2","22","2",".242",".315",".356",".292","86","-0.3","0.1","19","53","2","23","6","2","4","0",".671","-4.0","2.0","","","","219","1006969"
"1963","Manny Mota","Pirates","59","134","0","7","0",".270",".313",".333",".292","89","-0.7","-0.3","25","34","0","7","0","1","0","0",".647","-1.7","-4.0","","","","126","1009259"
"1965","J.C. Martin","White Sox","119","261","2","21","2",".261",".333",".339",".292","91","0.0","-0.1","28","60","2","24","10","2","2","3",".672","-2.8","-10.0","","","","230","1008173"
"1976","Freddie Patek","Royals","144","504","1","43","51",".241",".318",".306",".292","83","4.5","2.8","31","104","1","50","5","2","6","13",".624","-9.2","7.0","-8.51","8.68","1.02","432","1010052"
"1984","Marc Hill","White Sox","77","209","5","20","0",".233",".275",".373",".292","77","-0.4","0.4","32","45","5","9","0","2","0","5",".648","-5.6","0.0","-3.92","2.51","-0.54","193","1005828"
"1968","Gary Peters","White Sox","46","79","2","8","0",".208",".278",".361",".292","92","0.0","0.8","31","15","2","6","1","1","0","0",".640","-0.6","0.0","","","","72","1010228"
"1975","Orlando Ramirez","Angels","44","113","0","4","9",".240",".315",".300",".292","84","-0.5","-0.5","23","24","0","11","0","0","0","2",".615","-2.1","-8.0","-2.27","1.51","-0.34","100","1010672"
"1957","George Strickland","Indians","89","230","1","19","0",".234",".323",".308",".292","78","-1.0","-0.2","31","47","1","26","1","1","1","1",".632","-6.0","-4.0","","","","201","1012615"
"1979","Jim Wohlford","Brewers","63","191","1","17","6",".263",".290",".366",".292","76","0.4","0.2","28","46","1","8","0","0","3","5",".656","-5.6","3.0","-3.15","2.28","-0.45","175","1014179"
"1968","Bruce Look","Twins","59","139","0","9","0",".246",".353",".280",".292","90","-0.3","0.4","25","29","0","20","3","0","1","0",".632","-1.4","-1.0","","","","118","1007743"
"1970","Bart Johnson","White Sox","18","32","0","2","0",".276",".300",".345",".292","74","0.0","0.3","20","8","0","1","0","0","0","2",".645","-1.0","0.0","","","","29","1006422"
"1965","Lew Burdette","- - -","27","28","0","0","1",".308",".308",".346",".292","82","0.2","0.3","38","8","0","0","0","0","0","2",".654","-0.6","0.0","","","","26","1001662"
"1978","Freddie Patek","Royals","138","496","2","46","38",".248",".312",".318",".291","79","3.5","1.1","33","109","2","42","1","1","4","9",".630","-11.8","-5.0","-8.24","7.72","0.23","440","1010052"
"1984","Spike Owen","Mariners","152","591","3","43","16",".245",".308",".326",".291","76","0.0","1.4","23","130","3","46","0","3","2","9",".635","-16.6","3.0","-10.93","8.54","-0.59","530","1009924"
"1976","Bill Russell","Dodgers","149","590","5","65","15",".274",".301",".343",".291","83","1.0","2.3","27","152","5","21","9","3","6","6",".644","-11.1","3.0","-10.34","11.05","0.95","554","1011311"
"1986","Dale Berra","Yankees","42","121","2","13","0",".231",".294",".352",".291","79","0.0","0.2","29","25","2","9","0","1","1","2",".646","-3.1","1.0","-2.13","2.25","0.24","108","1000896"
"1969","Jose Martinez","Pirates","77","179","1","16","1",".268",".309",".321",".291","81","-0.9","0.7","26","45","1","9","0","1","0","1",".630","-3.9","4.0","","","","168","1008178"
"1972","Ron Clark","- - -","36","79","2","6","0",".203",".273",".362",".291","91","0.0","0.1","29","14","2","7","0","0","1","2",".635","-0.7","-1.0","","","","69","1002306"
"1985","Denny Gonzalez","Pirates","35","138","4","12","2",".226",".299",".355",".291","81","-1.2","-0.3","21","28","4","13","2","0","0","1",".654","-3.0","-3.0","-2.81","2.04","-0.15","124","1004830"
"1957","Cal McLish","Indians","44","54","2","7","0",".186",".300",".326",".291","78","0.0","0.4","31","8","2","7","0","0","0","4",".626","-1.4","0.0","","","","43","1008626"
"1979","Rick Auerbach","Reds","62","116","1","12","0",".210",".304",".340",".291","77","-0.4","0.0","29","21","1","14","1","0","1","1",".644","-3.2","-1.0","-2.16","2.16","0.27","100","1000362"
"1978","Claudell Washington","- - -","98","376","6","33","5",".253",".278",".376",".291","79","-1.3","-0.7","23","90","6","13","2","1","4","2",".654","-8.8","-4.0","-7.17","5.26","-0.90","356","1013654"
"1980","Lou Whitaker","Tigers","145","568","1","45","8",".233",".331",".283",".291","74","-0.1","1.3","23","111","1","73","0","0","6","12",".614","-17.1","7.0","-10.36","8.97","0.14","477","1013846"
"1979","Don Reynolds","Padres","30","53","0","6","0",".222",".321",".333",".291","83","-0.4","-0.1","26","10","0","7","1","0","1","0",".654","-1.0","-1.0","-1.08","0.64","-0.32","45","1010869"
"1961","Ed Sadowski","Angels","69","178","4","12","2",".232",".278",".384",".291","66","-0.8","-0.4","30","38","4","11","1","0","1","2",".663","-7.7","-4.0","","","","164","1011364"
"1976","Bob Robertson","Pirates","61","147","2","25","0",".217",".299",".318",".291","79","-0.4","-0.4","29","28","2","16","0","0","2","0",".617","-3.4","-3.0","-3.08","2.97","0.10","129","1011024"
"1965","Jose Cardenal","Angels","134","550","11","57","37",".250",".287",".367",".291","90","1.1","1.5","21","128","11","27","1","2","6","3",".654","-6.4","3.0","","","","512","1001937"
"1969","Len Gabrielson","Dodgers","83","194","1","18","1",".270",".313",".326",".291","86","-0.5","-0.3","29","48","1","12","1","0","2","2",".638","-3.1","-4.0","","","","178","1004419"
"1967","Horace Clarke","Yankees","143","633","3","29","21",".272",".321",".316",".291","93","3.2","2.9","27","160","3","42","2","0","0","3",".637","-4.7","8.0","","","","588","1002287"
"1960","Felix Mantilla","Braves","63","159","3","11","3",".257",".291",".365",".291","84","0.3","-0.9","25","38","3","7","1","1","2","1",".656","-2.9","-13.0","","","","148","1008081"
"1962","Merritt Ranew","Colt .45's","71","239","4","24","2",".234",".287",".390",".291","78","-0.4","-0.3","24","51","4","14","5","3","2","2",".677","-6.4","-8.0","","","","218","1010695"
"1985","Darryl Motley","Royals","123","408","17","49","6",".222",".257",".413",".291","77","-0.5","-0.6","25","85","17","18","2","2","5","0",".670","-11.1","-2.0","-7.75","6.69","-0.33","383","1009260"
"1976","Mark Wagner","Tigers","39","124","0","12","0",".261",".298",".330",".291","78","-0.8","0.1","22","30","0","6","0","0","0","3",".628","-2.8","-2.0","-1.86","1.57","-0.25","115","1013488"
"1984","Bill Stein","Rangers","27","48","0","3","0",".279",".354",".302",".291","79","0.0","-0.2","37","12","0","5","2","0","0","0",".656","-1.2","-2.0","-1.49","1.00","-0.04","43","1012463"
"1980","Alan Ashby","Astros","116","394","3","48","0",".256",".319",".347",".291","86","-0.1","0.8","28","90","3","35","12","0","5","2",".665","-6.1","-5.0","-6.90","7.31","0.85","352","1000336"
